Hour,Pb,Ppv,Pd,Ppvmax,Ps,Pc,SOC,Benefit,npv
4746,0.0,7710.7896,53557.5263,7710.7896,61268.3159,0.0,139921.23662486672,57231472.607204266,474124441.4598438
4747,0.0,0.0,53557.5263,0.0,53557.5263,0.0,82829.74712481344,57231472.607204266,474124441.4598438
4748,0.0,0.0,53557.5263,0.0,53557.5263,0.0,25738.257624760154,57231472.607204266,474124441.4598438
4749,0.0,0.0,14417.815352640799,0.0,14417.815352640799,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4750,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4751,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4752,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4753,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4754,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4755,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4756,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4757,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4758,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4759,0.0,6715.7366999999995,0.0,6715.7366999999995,6715.7366999999995,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4760,0.0,36261.631499999996,0.0,36261.631499999996,0.0,36261.631499999996,44386.127358829996,57231472.607204266,474124441.4598438
4761,0.0,72739.1052,0.0,72739.1052,28544.21039999998,44194.894800000024,85845.35817071002,57231472.607204266,474124441.4598438
4762,0.0,103991.2104,0.0,103991.2104,100000.0,3991.2103999999963,89589.51264695002,57231472.607204266,474124441.4598438
4763,0.0,121375.7367,0.0,121375.7367,100000.0,21375.736699999994,109642.09124522001,57231472.607204266,474124441.4598438
4764,0.0,133071.0,0.0,133071.0,100000.0,33071.0,140665.99634522002,57231472.607204266,474124441.4598438
4765,0.0,131842.5789,0.0,131842.5789,100000.0,31842.578899999993,170537.51961131,57231472.607204266,474124441.4598438
4766,0.0,124107.7896,0.0,124107.7896,100000.0,24107.789600000004,193153.03703507,57231472.607204266,474124441.4598438
4767,0.0,104114.3685,0.0,104114.3685,100000.0,4114.368499999997,197012.72612492,57231472.607204266,474124441.4598438
4768,0.0,70078.8948,29921.105200000005,70078.8948,100000.0,0.0,165117.29365503407,57231472.607204266,474124441.4598438
4769,0.0,36469.2633,20209.265815382998,36469.2633,56678.529115383,0.0,143574.53082017315,57231472.607204266,474124441.4598438
4770,0.0,8233.5789,0.0,8233.5789,8233.5789,0.0,143574.53082017315,57231472.607204266,474124441.4598438
4771,0.0,0.0,0.0,0.0,0.0,0.0,143574.53082017315,57231472.607204266,474124441.4598438
4772,0.0,0.0,53557.5263,0.0,53557.5263,0.0,86483.04132011987,57231472.607204266,474124441.4598438
4773,0.0,0.0,53557.5263,0.0,53557.5263,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4774,0.0,0.0,0.0,0.0,0.0,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4775,0.0,0.0,0.0,0.0,0.0,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4776,0.0,0.0,0.0,0.0,0.0,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4777,0.0,0.0,0.0,0.0,0.0,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4778,0.0,0.0,0.0,0.0,0.0,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4779,0.0,0.0,0.0,0.0,0.0,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4780,0.0,0.0,0.0,0.0,0.0,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4781,0.0,0.0,0.0,0.0,0.0,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4782,0.0,0.0,0.0,0.0,0.0,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4783,0.0,7939.4211,0.0,7939.4211,7939.4211,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4784,0.0,41191.105200000005,0.0,41191.105200000005,41191.105200000005,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4785,0.0,82056.3159,0.0,82056.3159,82056.3159,0.0,29391.551820066612,57231472.607204266,474124441.4598438
4786,0.0,116228.0526,0.0,116228.0526,100000.0,16228.052599999995,44615.08796412661,57231472.607204266,474124441.4598438
4787,0.0,133919.68409999998,0.0,133919.68409999998,100000.0,33919.684099999984,76435.14361833659,57231472.607204266,474124441.4598438
4788,0.0,142590.0,0.0,142590.0,100000.0,42590.0,116388.82261833659,57231472.607204266,474124441.4598438
4789,0.0,134122.5789,0.0,134122.5789,100000.0,34122.57889999999,148399.21388442657,57231472.607204266,474124441.4598438
4790,0.0,129022.42109999999,0.0,129022.42109999999,100000.0,29022.421099999992,175625.14711833658,57231472.607204266,474124441.4598438
4791,0.0,106073.2104,0.0,106073.2104,100000.0,6073.210399999996,181322.4257945766,57231472.607204266,474124441.4598438
4792,0.0,71888.0526,0.0,71888.0526,71888.0526,0.0,181322.4257945766,57231472.607204266,474124441.4598438
4793,0.0,36327.0,0.0,36327.0,36327.0,0.0,181322.4257945766,57231472.607204266,474124441.4598438
4794,0.0,8061.9474,0.0,8061.9474,8061.9474,0.0,181322.4257945766,57231472.607204266,474124441.4598438
4795,0.0,0.0,0.0,0.0,0.0,0.0,181322.4257945766,57231472.607204266,474124441.4598438
4796,0.0,0.0,53557.5263,0.0,53557.5263,0.0,124230.9362945233,57231472.607204266,474124441.4598438
4797,0.0,0.0,53557.5263,0.0,53557.5263,0.0,67139.44679447,57231472.607204266,474124441.4598438
4798,0.0,0.0,0.0,0.0,0.0,0.0,67139.44679447,57231472.607204266,474124441.4598438
4799,0.0,0.0,0.0,0.0,0.0,0.0,67139.44679447,57231472.607204266,474124441.4598438
4800,0.0,0.0,0.0,0.0,0.0,0.0,67139.44679447,57231472.607204266,474124441.4598438
4801,0.0,0.0,0.0,0.0,0.0,0.0,67139.44679447,57231472.607204266,474124441.4598438
4802,0.0,0.0,0.0,0.0,0.0,0.0,67139.44679447,57231472.607204266,474124441.4598438
4803,0.0,0.0,0.0,0.0,0.0,0.0,67139.44679447,57231472.607204266,474124441.4598438
4804,0.0,0.0,0.0,0.0,0.0,0.0,67139.44679447,57231472.607204266,474124441.4598438
4805,0.0,0.0,0.0,0.0,0.0,0.0,67139.44679447,57231472.607204266,474124441.4598438
4806,0.0,0.0,0.0,0.0,0.0,0.0,67139.44679447,57231472.607204266,474124441.4598438
4807,0.0,5775.3159000000005,0.0,5775.3159000000005,5775.3159000000005,0.0,67139.44679447,57231472.607204266,474124441.4598438
4808,0.0,33282.6315,0.0,33282.6315,33282.6315,0.0,67139.44679447,57231472.607204266,474124441.4598438
4809,0.0,72698.6841,0.0,72698.6841,72698.6841,0.0,67139.44679447,57231472.607204266,474124441.4598438
4810,0.0,103898.84220000001,0.0,103898.84220000001,100000.0,3898.8422000000137,70796.95066229001,57231472.607204266,474124441.4598438
4811,0.0,124657.7367,0.0,124657.7367,100000.0,24657.736699999994,93928.37346056002,57231472.607204266,474124441.4598438
4812,0.0,140352.6315,0.0,140352.6315,100000.0,40352.63149999999,131783.17707071,57231472.607204266,474124441.4598438
4813,0.0,142537.8948,0.0,142537.8948,100000.0,42537.89480000001,171687.97618259,57231472.607204266,474124441.4598438
4814,0.0,126175.7367,0.0,126175.7367,100000.0,26175.736699999994,196243.43478086003,57231472.607204266,474124441.4598438
4815,0.0,100820.0526,0.0,100820.0526,100000.0,820.0525999999954,197012.72612492,57231472.607204266,474124441.4598438
4816,0.0,70692.9474,29307.052599999995,70692.9474,100000.0,0.0,165771.86416990455,57231472.607204266,474124441.4598438
4817,0.0,35605.4211,0.0,35605.4211,35605.4211,0.0,165771.86416990455,57231472.607204266,474124441.4598438
4818,0.0,8615.6841,0.0,8615.6841,8615.6841,0.0,165771.86416990455,57231472.607204266,474124441.4598438
4819,0.0,0.0,53557.5263,0.0,53557.5263,0.0,108680.37466985127,57231472.607204266,474124441.4598438
4820,0.0,0.0,53557.5263,0.0,53557.5263,0.0,51588.885169797984,57231472.607204266,474124441.4598438
4821,0.0,0.0,0.0,0.0,0.0,0.0,51588.885169797984,57231472.607204266,474124441.4598438
4822,0.0,0.0,0.0,0.0,0.0,0.0,51588.885169797984,57231472.607204266,474124441.4598438
4823,0.0,0.0,0.0,0.0,0.0,0.0,51588.885169797984,57231472.607204266,474124441.4598438
4824,0.0,0.0,0.0,0.0,0.0,0.0,51588.885169797984,57231472.607204266,474124441.4598438
4825,0.0,0.0,0.0,0.0,0.0,0.0,51588.885169797984,57231472.607204266,474124441.4598438
4826,0.0,0.0,38668.28905264079,0.0,38668.28905264079,0.0,10369.090848680004,57231472.607204266,474124441.4598438
4827,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4828,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4829,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4830,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4831,0.0,7156.5789,0.0,7156.5789,7156.5789,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4832,0.0,38607.9474,0.0,38607.9474,38607.9474,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4833,0.0,78872.0526,0.0,78872.0526,78872.0526,0.0,10369.090848679996,57231472.607204266,474124441.4598438
4834,0.0,108486.4737,0.0,108486.4737,54928.94739999811,53557.52630000189,60611.40627071177,57231472.607204266,474124441.4598438
4835,0.0,128087.6841,0.0,128087.6841,90677.73670000186,37409.94739999814,95705.67792665002,57231472.607204266,474124441.4598438
4836,0.0,135849.3159,0.0,135849.3159,100000.0,35849.31589999999,129335.92117244002,57231472.607204266,474124441.4598438
4837,0.0,139528.7367,0.0,139528.7367,100000.0,39528.73670000001,166417.82907071002,57231472.607204266,474124441.4598438
4838,0.0,127506.63149999999,0.0,127506.63149999999,100000.0,27506.63149999999,192221.80008086,57231472.607204266,474124441.4598438
4839,0.0,105107.0526,0.0,105107.0526,100000.0,5107.052599999995,197012.72612492,57231472.607204266,474124441.4598438
4840,0.0,71630.6841,14417.815352640784,71630.6841,86048.49945264078,0.0,181643.55934883986,57231472.607204266,474124441.4598438
4841,0.0,36011.0526,0.0,36011.0526,36011.0526,0.0,181643.55934883986,57231472.607204266,474124441.4598438
4842,0.0,8639.5263,0.0,8639.5263,8639.5263,0.0,181643.55934883986,57231472.607204266,474124441.4598438
4843,0.0,0.0,0.0,0.0,0.0,0.0,181643.55934883986,57231472.607204266,474124441.4598438
4844,0.0,0.0,53557.5263,0.0,53557.5263,0.0,124552.06984878657,57231472.607204266,474124441.4598438
4845,0.0,0.0,53557.5263,0.0,53557.5263,0.0,67460.58034873329,57231472.607204266,474124441.4598438
4846,0.0,0.0,0.0,0.0,0.0,0.0,67460.58034873329,57231472.607204266,474124441.4598438
4847,0.0,0.0,53557.5263,0.0,53557.5263,0.0,10369.090848680004,57231472.607204266,474124441.4598438
4848,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4849,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4850,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4851,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4852,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4853,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4854,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4855,0.0,5852.5263,0.0,5852.5263,0.0,5852.5262999999995,15859.345770709999,57231472.607204266,474124441.4598438
4856,0.0,32636.6841,0.0,32636.6841,32636.6841,0.0,15859.345770709999,57231472.607204266,474124441.4598438
4857,0.0,69188.0526,0.0,69188.0526,15630.526299999998,53557.5263,66101.66119274,57231472.607204266,474124441.4598438
4858,0.0,97764.7896,0.0,97764.7896,81955.63180000187,15809.157799998144,80932.23212491826,57231472.607204266,474124441.4598438
4859,0.0,112532.52630000001,0.0,112532.52630000001,58975.0,53557.526300001846,131174.54754695,57231472.607204266,474124441.4598438
4860,0.0,125290.42109999999,0.0,125290.42109999999,100000.0,25290.421099999992,154899.49158086,57231472.607204266,474124441.4598438
4861,0.0,127340.8422,0.0,127340.8422,100000.0,27340.8422,180547.93564868,57231472.607204266,474124441.4598438
4862,0.0,117551.21040000001,0.0,117551.21040000001,100000.0,17551.21040000001,197012.72612492,57231472.607204266,474124441.4598438
4863,0.0,99945.1578,0.0,99945.1578,99945.1578,0.0,197012.72612492,57231472.607204266,474124441.4598438
4864,0.0,66178.2633,0.0,66178.2633,66178.2633,0.0,197012.72612492,57231472.607204266,474124441.4598438
4865,0.0,30703.1052,0.0,30703.1052,30703.1052,0.0,197012.72612492,57231472.607204266,474124441.4598438
4866,0.0,7456.7366999999995,0.0,7456.7366999999995,7456.7366999999995,0.0,197012.72612492,57231472.607204266,474124441.4598438
4867,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4868,0.0,0.0,53557.5263,0.0,53557.5263,0.0,139921.23662486672,57231472.607204266,474124441.4598438
4869,0.0,0.0,0.0,0.0,0.0,0.0,139921.23662486672,57231472.607204266,474124441.4598438
4870,0.0,0.0,0.0,0.0,0.0,0.0,139921.23662486672,57231472.607204266,474124441.4598438
4871,0.0,0.0,0.0,0.0,0.0,0.0,139921.23662486672,57231472.607204266,474124441.4598438
4872,0.0,0.0,0.0,0.0,0.0,0.0,139921.23662486672,57231472.607204266,474124441.4598438
4873,0.0,0.0,51404.30724934586,0.0,51404.30724934586,0.0,85125.04512145999,57231472.607204266,474124441.4598438
4874,0.0,0.0,0.0,0.0,0.0,0.0,85125.04512145999,57231472.607204266,474124441.4598438
4875,0.0,0.0,0.0,0.0,0.0,0.0,85125.04512145999,57231472.607204266,474124441.4598438
4876,0.0,0.0,0.0,0.0,0.0,0.0,85125.04512145999,57231472.607204266,474124441.4598438
4877,0.0,0.0,0.0,0.0,0.0,0.0,85125.04512145999,57231472.607204266,474124441.4598438
4878,0.0,0.0,0.0,0.0,0.0,0.0,85125.04512145999,57231472.607204266,474124441.4598438
4879,0.0,6853.1052,0.0,6853.1052,6853.1052,0.0,85125.04512145999,57231472.607204266,474124441.4598438
4880,0.0,39754.2633,0.0,39754.2633,39754.2633,0.0,85125.04512145999,57231472.607204266,474124441.4598438
4881,0.0,76911.7896,0.0,76911.7896,76911.7896,0.0,85125.04512145999,57231472.607204266,474124441.4598438
4882,0.0,105772.57890000001,0.0,105772.57890000001,100000.0,5772.578900000008,90540.30138754999,57231472.607204266,474124441.4598438
4883,0.0,128433.3159,0.0,128433.3159,100000.0,28433.3159,117213.59503334,57231472.607204266,474124441.4598438
4884,0.0,129645.78959999999,0.0,129645.78959999999,100000.0,29645.78959999999,145024.31025709998,57231472.607204266,474124441.4598438
4885,0.0,131862.31590000002,0.0,131862.31590000002,100000.0,31862.315900000016,174914.34880289002,57231472.607204266,474124441.4598438
4886,0.0,119564.8422,0.0,119564.8422,100000.0,19564.8422,193268.12727071,57231472.607204266,474124441.4598438
4887,0.0,103991.6841,0.0,103991.6841,100000.0,3991.6840999999986,197012.72612492,57231472.607204266,474124441.4598438
4888,0.0,72116.0526,0.0,72116.0526,72116.0526,0.0,197012.72612492,57231472.607204266,474124441.4598438
4889,0.0,37688.8422,0.0,37688.8422,37688.8422,0.0,197012.72612492,57231472.607204266,474124441.4598438
4890,0.0,8678.6841,0.0,8678.6841,8678.6841,0.0,197012.72612492,57231472.607204266,474124441.4598438
4891,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4892,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4893,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4894,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4895,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4896,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4897,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4898,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4899,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4900,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4901,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4902,0.0,0.0,0.0,0.0,0.0,0.0,197012.72612492,57231472.607204266,474124441.4598438
4903,0.0,5867.0526,51343.21422293541,5867.0526,57210.26682293541,0.0,142281.65883685328,57231472.607204266,474124441.4598438
4904,0.0,35859.1578,53557.5263,35859.1578,89416.6841,0.0,85190.1693368,57231472.607204266,474124441.4598438
4905,0.0,73743.3159,0.0,73743.3159,73743.31590000002,0.0,85190.1693368,57231472.607204266,474124441.4598438
4906,0.0,107777.5263,0.0,107777.5263,100000.0,7777.526299999998,92486.26675883,57231472.607204266,474124441.4598438
4907,0.0,121814.05260000001,0.0,121814.05260000001,100000.0,21814.05260000001,112950.02950289,57231472.607204266,474124441.4598438
4908,0.0,131802.9474,0.0,131802.9474,100000.0,31802.947400000005,142784.37445883,57231472.607204266,474124441.4598438
4909,0.0,134080.4211,0.0,134080.4211,100000.0,34080.42110000001,174755.21749274002,57231472.607204266,474124441.4598438
4910,0.0,123726.1578,0.0,123726.1578,100000.0,23726.1578,197012.72612492,57231472.607204266,474124441.4598438
4911,0.0,99022.10519999999,0.0,99022.10519999999,99022.10519999999,0.0,197012.72612492,57231472.607204266,474124441.4598438
4912,0.0,66911.5263,33088.4737,66911.5263,100000.0,0.0,161740.92812897076,57231472.607204266,474124441.4598438
4913,0.0,34194.0,53557.5263,34194.0,87751.5263,0.0,104649.43862891747,57231472.607204266,474124441.4598438
4914,0.0,7637.6840999999995,53557.5263,7637.6840999999995,61195.210399999996,0.0,47557.94912886417,57231472.607204266,474124441.4598438
4915,0.0,0.0,0.0,0.0,0.0,0.0,47557.94912886417,57231472.607204266,474124441.4598438
4916,0.0,0.0,0.0,0.0,0.0,0.0,47557.94912886417,57231472.607204266,474124441.4598438
4917,0.0,0.0,0.0,0.0,0.0,0.0,47557.94912886417,57231472.607204266,474124441.4598438
4918,0.0,0.0,34886.86795264078,0.0,34886.86795264078,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4919,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4920,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4921,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4922,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4923,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4924,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4925,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4926,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4927,0.0,5634.3159,0.0,5634.3159,0.0,5634.3159,15654.642594469999,57231472.607204266,474124441.4598438
4928,0.0,32685.789599999996,0.0,32685.789599999996,10154.053200001872,22531.736399998124,36791.66451130824,57231472.607204266,474124441.4598438
4929,0.0,70434.6315,0.0,70434.6315,70434.6315,0.0,36791.66451130824,57231472.607204266,474124441.4598438
4930,0.0,104049.94739999999,0.0,104049.94739999999,50492.421099998086,53557.526300001904,87033.97993334003,57231472.607204266,474124441.4598438
4931,0.0,122166.78959999999,0.0,122166.78959999999,100000.0,22166.78959999999,107828.64525710003,57231472.607204266,474124441.4598438
4932,0.0,133064.3685,0.0,133064.3685,100000.0,33064.36850000001,138846.32934695005,57231472.607204266,474124441.4598438
4933,0.0,128125.7367,0.0,128125.7367,100000.0,28125.736699999994,165231.08294522003,57231472.607204266,474124441.4598438
4934,0.0,125382.94739999999,0.0,125382.94739999999,100000.0,25382.94739999999,189042.82590116002,57231472.607204266,474124441.4598438
4935,0.0,108495.78959999999,0.0,108495.78959999999,100000.0,8495.78959999999,197012.72612492,57231472.607204266,474124441.4598438
4936,0.0,77087.21040000001,0.0,77087.21040000001,77087.21040000001,0.0,197012.72612492,57231472.607204266,474124441.4598438
4937,0.0,37169.3685,0.0,37169.3685,37169.3685,0.0,197012.72612492,57231472.607204266,474124441.4598438
4938,0.0,7880.5263,0.0,7880.5263,7880.5263,0.0,197012.72612492,57231472.607204266,474124441.4598438
4939,0.0,0.0,14417.815352640784,0.0,14417.815352640784,0.0,181643.55934883986,57231472.607204266,474124441.4598438
4940,0.0,0.0,53557.5263,0.0,53557.5263,0.0,124552.06984878657,57231472.607204266,474124441.4598438
4941,0.0,0.0,53557.5263,0.0,53557.5263,0.0,67460.58034873329,57231472.607204266,474124441.4598438
4942,0.0,0.0,53557.5263,0.0,53557.5263,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4943,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4944,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4945,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4946,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4947,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4948,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4949,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4950,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4951,0.0,5924.5262999999995,0.0,5924.5262999999995,5924.5262999999995,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4952,0.0,36114.0,0.0,36114.0,36114.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4953,0.0,71499.0,0.0,71499.0,71499.0,0.0,10369.090848679996,57231472.607204266,474124441.4598438
4954,0.0,104787.6315,0.0,104787.6315,52166.1049,52621.526600000005,59733.34495214,57231472.607204266,474124441.4598438
4955,0.0,129147.1578,0.0,129147.1578,100000.0,29147.1578,87076.29368432,57231472.607204266,474124441.4598438
4956,0.0,137234.5263,0.0,137234.5263,100000.0,37234.52630000001,122006.00280635,57231472.607204266,474124441.4598438
4957,0.0,141429.6315,0.0,141429.6315,100000.0,41429.63149999999,160871.1401165,57231472.607204266,474124441.4598438
4958,0.0,131208.6315,0.0,131208.6315,100000.0,31208.63149999999,190147.95732665,57231472.607204266,474124441.4598438
4959,0.0,107317.73670000001,0.0,107317.73670000001,100000.0,7317.736700000009,197012.72612492,57231472.607204266,474124441.4598438
4960,0.0,73759.7367,0.0,73759.7367,73759.7367,0.0,197012.72612492,57231472.607204266,474124441.4598438
4961,0.0,35252.3685,14417.815352640784,35252.3685,49670.18385264078,0.0,181643.55934883986,57231472.607204266,474124441.4598438
4962,0.0,7478.6841,53557.5263,7478.6841,61036.210399999996,0.0,124552.06984878657,57231472.607204266,474124441.4598438
4963,0.0,0.0,53557.5263,0.0,53557.5263,0.0,67460.58034873329,57231472.607204266,474124441.4598438
4964,0.0,0.0,0.0,0.0,0.0,0.0,67460.58034873329,57231472.607204266,474124441.4598438
4965,0.0,0.0,53557.5263,0.0,53557.5263,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4966,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4967,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4968,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4969,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4970,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4971,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4972,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4973,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4974,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4975,0.0,4852.4211000000005,0.0,4852.4211000000005,0.0,4852.421100000001,14921.14708259,57231472.607204266,474124441.4598438
4976,0.0,30339.6315,0.0,30339.6315,30339.6315,0.0,14921.14708259,57231472.607204266,474124441.4598438
4977,0.0,66017.6841,0.0,66017.6841,22108.78960000349,43908.89449999651,56112.081013036724,57231472.607204266,474124441.4598438
4978,0.0,97602.6315,0.0,97602.6315,97602.6315,0.0,56112.081013036724,57231472.607204266,474124441.4598438
4979,0.0,110819.6841,0.0,110819.6841,57262.15779999833,53557.52630000167,106354.3964350683,57231472.607204266,474124441.4598438
4980,0.0,122141.8422,0.0,122141.8422,100000.0,22141.8422,127125.65860288829,57231472.607204266,474124441.4598438
4981,0.0,131291.5263,0.0,131291.5263,77734.0,53557.52630000183,177367.97402492,57231472.607204266,474124441.4598438
4982,0.0,118893.0,0.0,118893.0,100000.0,18893.0,195091.49732492,57231472.607204266,474124441.4598438
4983,0.0,102048.0,0.0,102048.0,100000.0,2048.0,197012.72612492,57231472.607204266,474124441.4598438
4984,0.0,67664.0526,0.0,67664.0526,67664.0526,0.0,197012.72612492,57231472.607204266,474124441.4598438
4985,0.0,34903.1052,53557.5263,34903.1052,88460.63149999999,0.0,139921.23662486672,57231472.607204266,474124441.4598438
4986,0.0,7724.6841,53557.5263,7724.6841,61282.210399999996,0.0,82829.74712481344,57231472.607204266,474124441.4598438
4987,0.0,0.0,14417.815352640784,0.0,14417.815352640784,0.0,67460.58034873329,57231472.607204266,474124441.4598438
4988,0.0,0.0,53557.5263,0.0,53557.5263,0.0,10369.090848680004,57231472.607204266,474124441.4598438
4989,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4990,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4991,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4992,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4993,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4994,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4995,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
4996,0.0,0.0,0.0,0.0,0.0,0.0,10369.090848679998,57231472.607204266,474124441.4598438
